region	sector	indout
CY	Re-processing of secondary lead into new lead, zinc and tin	0
CY	Copper production	40.0951475961
CY	Re-processing of secondary copper into new copper	0
CY	Other non-ferrous metal production	0.16920712293
CY	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
CY	Casting of metals	0
CY	Manufacture of fabricated metal products, except machinery and equipment (28)	437.812673835
CY	Manufacture of machinery and equipment n.e.c. (29)	69.0058058915
CY	Manufacture of office machinery and computers (30)	0
CY	Manufacture of electrical machinery and apparatus n.e.c. (31)	65.0665122321
CY	Manufacture of radio, television and communication equipment and apparatus (32)	50.8453190007
CY	Manufacture of medical, precision and optical instruments, watches and clocks (33)	28.430293833
CY	Manufacture of motor vehicles, trailers and semi-trailers (34)	28.7709924883
CY	Manufacture of other transport equipment (35)	15.444047512
CY	Manufacture of furniture; manufacturing n.e.c. (36)	122.841122012
CY	Recycling of waste and scrap	24.4161117898
CY	Recycling of bottles by direct reuse	0
CY	Production of electricity by coal	0
CY	Production of electricity by gas	0
CY	Production of electricity by nuclear	0
CY	Production of electricity by hydro	0
CY	Production of electricity by wind	3.27110351024
CY	Production of electricity by petroleum and other oil derivatives	255.354799985
CY	Production of electricity by biomass and waste	0.811854095052
CY	Production of electricity by solar photovoltaic	1.07682460931
CY	Production of electricity by solar thermal	0
CY	Production of electricity by tide, wave, ocean	0
CY	Production of electricity by Geothermal	0
CY	Production of electricity nec	0
CY	Transmission of electricity	47.1298248312
CY	Distribution and trade of electricity	129.548322675
CY	Manufacture of gas; distribution of gaseous fuels through mains	2.46037198198
CY	Steam and hot water supply	0
CY	Collection, purification and distribution of water (41)	182.764891987
CY	Construction (45)	4939.62062869
CY	Re-processing of secondary construction material into aggregates	0
CY	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	431.439334797
CY	Retail sale of automotive fuel	274.722684245
CY	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	321.336815733
CY	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	504.114942758
CY	Hotels and restaurants (55)	3952.92304961
CY	Transport via railways	409.330627286
CY	Other land transport	617.621661816
CY	Transport via pipelines	11.5067346225
CY	Sea and coastal water transport	1049.92376461
CY	Inland water transport	45.7200692482
CY	Air transport (62)	868.580506409
CY	Supporting and auxiliary transport activities; activities of travel agencies (63)	780.901338857
CY	Post and telecommunications (64)	2683.64513621
CY	Financial intermediation, except insurance and pension funding (65)	613.948453869
CY	Insurance and pension funding, except compulsory social security (66)	347.286168776
CY	Activities auxiliary to financial intermediation (67)	26.8810963879
CY	Real estate activities (70)	4055.75561532
CY	Renting of machinery and equipment without operator and of personal and household goods (71)	149.077403215
CY	Computer and related activities (72)	133.536154328
CY	Research and development (73)	10.3241329178
CY	Other business activities (74)	1233.89251826
CY	Public administration and defence; compulsory social security (75)	2657.40353637
CY	Education (80)	1437.00428765
CY	Health and social work (85)	1221.42760024
CY	Incineration of waste: Food	0.239417591063
CY	Incineration of waste: Paper	0.09442389165
CY	Incineration of waste: Plastic	0.122467438472
CY	Incineration of waste: Metals and Inert materials	7.44127459812
CY	Incineration of waste: Textiles	0.0199677482404
CY	Incineration of waste: Wood	0.0322439778479
CY	Incineration of waste: Oil/Hazardous waste	0.606117542267
CY	Biogasification of food waste, incl. land application	0
CY	Biogasification of paper, incl. land application	0
CY	Biogasification of sewage slugde, incl. land application	0
CY	Composting of food waste, incl. land application	2.20691846383
CY	Composting of paper and wood, incl. land application	0
CY	Waste water treatment, food	6.35345162956
CY	Waste water treatment, other	11.7507151816
CY	Landfill of waste: Food	25.2309676664
CY	Landfill of waste: Paper	14.0156748848
CY	Landfill of waste: Plastic	1.16759835105
CY	Landfill of waste: Inert/metal/hazardous	8.25807059339
CY	Landfill of waste: Textiles	2.93723982683
CY	Landfill of waste: Wood	3.52414522339
CY	Activities of membership organisation n.e.c. (91)	340.749077664
CY	Recreational, cultural and sporting activities (92)	1254.07426058
CY	Other service activities (93)	313.521509324
CY	Private households with employed persons (95)	178.61846388
CY	Extra-territorial organizations and bodies	0
CZ	Cultivation of paddy rice	0
CZ	Cultivation of wheat	1733.15369073
CZ	Cultivation of cereal grains nec	1301.76193307
CZ	Cultivation of vegetables, fruit, nuts	701.381950563
CZ	Cultivation of oil seeds	831.895276678
CZ	Cultivation of sugar cane, sugar beet	209.061292583
CZ	Cultivation of plant-based fibers	1.00502229544
CZ	Cultivation of crops nec	862.707549683
CZ	Cattle farming	373.725509221
CZ	Pigs farming	1052.84787026
CZ	Poultry farming	955.799825849
CZ	Meat animals nec	306.209510071
CZ	Animal products nec	40.2358566943
CZ	Raw milk	2054.41227677
CZ	Wool, silk-worm cocoons	3.67425855531
CZ	Manure treatment (conventional), storage and land application	0
CZ	Manure treatment (biogas), storage and land application	0
CZ	Forestry, logging and related service activities (02)	3029.04763101
CZ	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	77.4692426985
CZ	Mining of coal and lignite; extraction of peat (10)	2551.42369997
CZ	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	211.062798992
CZ	Extraction of natural gas and services related to natural gas extraction, excluding surveying	67.0597380807
CZ	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	17.4934431439
CZ	Mining of uranium and thorium ores (12)	28.846626546
CZ	Mining of iron ores	8.51411368246
CZ	Mining of copper ores and concentrates	0
CZ	Mining of nickel ores and concentrates	1.18966555581
CZ	Mining of aluminium ores and concentrates	0.77064108082
CZ	Mining of precious metal ores and concentrates	0
CZ	Mining of lead, zinc and tin ores and concentrates	2.37316425511
CZ	Mining of other non-ferrous metal ores and concentrates	8.22754418048
CZ	Quarrying of stone	219.434219919
CZ	Quarrying of sand and clay	400.544888807
CZ	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	17.6714799313
CZ	Processing of meat cattle	406.264571041
CZ	Processing of meat pigs	1676.06193492
CZ	Processing of meat poultry	1495.11200602
CZ	Production of meat products nec	1861.12446123
CZ	Processing vegetable oils and fats	52.6401980834
CZ	Processing of dairy products	5430.08882259
CZ	Processed rice	53.3969845278
CZ	Sugar refining	885.404737699
CZ	Processing of Food products nec	7397.16322921
CZ	Manufacture of beverages	2939.62723061
CZ	Manufacture of fish products	141.703635491
CZ	Manufacture of tobacco products (16)	867.437728032
CZ	Manufacture of textiles (17)	4390.10476696
CZ	Manufacture of wearing apparel; dressing and dyeing of fur (18)	2480.76046819
CZ	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	1092.3402964
CZ	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	6077.55036804
CZ	Re-processing of secondary wood material into new wood material	271.814326109
CZ	Pulp	786.022342935
CZ	Re-processing of secondary paper into new pulp	314.64877509
CZ	Paper	3285.56414221
CZ	Publishing, printing and reproduction of recorded media (22)	5213.5754829
CZ	Manufacture of coke oven products	553.895134096
CZ	Petroleum Refinery	5890.66072288
CZ	Processing of nuclear fuel	32.9015987732
CZ	Plastics, basic	9.41150126346
CZ	Re-processing of secondary plastic into new plastic	49.0205987139
CZ	N-fertiliser	226.491557121
CZ	P- and other fertiliser	446.239444664
CZ	Chemicals nec	10011.9395945
CZ	Manufacture of rubber and plastic products (25)	14825.791605
CZ	Manufacture of glass and glass products	3666.04936325
CZ	Re-processing of secondary glass into new glass	329.799971984
CZ	Manufacture of ceramic goods	1561.02480586
CZ	Manufacture of bricks, tiles and construction products, in baked clay	181.258515049
CZ	Manufacture of cement, lime and plaster	1421.80989617
CZ	Re-processing of ash into clinker	311.605604539
CZ	Manufacture of other non-metallic mineral products n.e.c.	1721.5035025
CZ	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	3522.40494162
CZ	Re-processing of secondary steel into new steel	902.094102195
CZ	Precious metals production	650.273986881
CZ	Re-processing of secondary preciuos metals into new preciuos metals	0
CZ	Aluminium production	950.355428472
CZ	Re-processing of secondary aluminium into new aluminium	2282.80051084
CZ	Lead, zinc and tin production	315.949573297
CZ	Re-processing of secondary lead into new lead, zinc and tin	467.531476757
CZ	Copper production	762.704906873
CZ	Re-processing of secondary copper into new copper	0
CZ	Other non-ferrous metal production	78.0540972245
CZ	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
CZ	Casting of metals	4536.31345834
CZ	Manufacture of fabricated metal products, except machinery and equipment (28)	19337.9998086
CZ	Manufacture of machinery and equipment n.e.c. (29)	21662.7549839
CZ	Manufacture of office machinery and computers (30)	13354.1639962
CZ	Manufacture of electrical machinery and apparatus n.e.c. (31)	17416.7571285
CZ	Manufacture of radio, television and communication equipment and apparatus (32)	14642.783952
CZ	Manufacture of medical, precision and optical instruments, watches and clocks (33)	3921.51614521
CZ	Manufacture of motor vehicles, trailers and semi-trailers (34)	38612.3478013
CZ	Manufacture of other transport equipment (35)	4385.60502672
CZ	Manufacture of furniture; manufacturing n.e.c. (36)	7896.11600929
CZ	Recycling of waste and scrap	1872.36155283
CZ	Recycling of bottles by direct reuse	0
CZ	Production of electricity by coal	2987.14188065
CZ	Production of electricity by gas	381.457382602
CZ	Production of electricity by nuclear	1635.65487744
CZ	Production of electricity by hydro	102.665214756
CZ	Production of electricity by wind	5.16584814022
CZ	Production of electricity by petroleum and other oil derivatives	9.62701849774
CZ	Production of electricity by biomass and waste	70.9311950138
CZ	Production of electricity by solar photovoltaic	0.0725806799878
CZ	Production of electricity by solar thermal	0
CZ	Production of electricity by tide, wave, ocean	0
CZ	Production of electricity by Geothermal	0
CZ	Production of electricity nec	197.535549842
CZ	Transmission of electricity	1122.20789112
CZ	Distribution and trade of electricity	3073.45748415
CZ	Manufacture of gas; distribution of gaseous fuels through mains	1326.8007517
CZ	Steam and hot water supply	795.805156002
CZ	Collection, purification and distribution of water (41)	969.203312335
CZ	Construction (45)	44982.5232991
CZ	Re-processing of secondary construction material into aggregates	31.3627065382
CZ	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	6661.34940387
CZ	Retail sale of automotive fuel	1265.43448846
CZ	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	30630.6110056
CZ	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	9920.03900744
